timestamp,power_w,temperature_c,gpu_util_pct,memory_used_mib,graphics_clock_mhz,memory_clock_mhz
2026/07/30 23:07:05.755, 352.46, 68, 96, 93149, 1770, 13365
2026/07/30 23:07:06.820, 350.42, 64, 90, 93149, 1815, 13365
2026/07/30 23:07:07.883, 348.75, 66, 100, 93149, 1792, 13365
2026/07/30 23:07:08.952, 351.74, 66, 100, 93149, 1882, 13365
2026/07/30 23:07:10.018, 348.73, 69, 93, 93149, 1792, 13365
2026/07/30 23:07:11.085, 358.28, 66, 96, 93149, 1860, 13365
2026/07/30 23:07:12.150, 341.68, 69, 96, 93149, 1762, 13365
2026/07/30 23:07:13.213, 342.14, 66, 96, 93149, 1860, 13365
2026/07/30 23:07:14.276, 348.72, 67, 100, 93149, 1762, 13365
2026/07/30 23:07:15.342, 350.06, 66, 94, 93149, 1852, 13365
2026/07/30 23:07:16.408, 347.76, 67, 100, 93149, 1777, 13365
2026/07/30 23:07:17.474, 344.70, 65, 100, 93149, 1890, 13365
2026/07/30 23:07:18.537, 358.29, 67, 83, 93149, 1717, 13365
2026/07/30 23:07:19.601, 354.54, 65, 100, 93149, 1867, 13365
2026/07/30 23:07:20.665, 349.01, 68, 88, 93149, 1732, 13365
2026/07/30 23:07:21.732, 348.60, 66, 100, 93149, 1882, 13365
2026/07/30 23:07:22.796, 354.36, 68, 86, 93149, 1710, 13365
2026/07/30 23:07:23.861, 356.46, 65, 100, 93149, 1905, 13365
2026/07/30 23:07:24.925, 353.98, 64, 91, 93149, 1852, 13365
2026/07/30 23:07:25.988, 352.94, 68, 96, 93149, 1710, 13365
2026/07/30 23:07:27.056, 343.18, 66, 100, 93149, 1905, 13365
2026/07/30 23:07:28.120, 356.20, 67, 85, 93149, 1687, 13365
2026/07/30 23:07:29.185, 349.08, 65, 100, 93149, 1920, 13365
2026/07/30 23:07:30.250, 339.35, 62, 82, 93149, 1725, 13365
2026/07/30 23:07:31.315, 356.35, 66, 100, 93149, 1830, 13365
2026/07/30 23:07:32.380, 348.31, 63, 87, 93149, 1815, 13365
2026/07/30 23:07:33.448, 342.86, 67, 82, 93149, 1627, 13365
2026/07/30 23:07:34.513, 349.05, 65, 100, 93149, 1897, 13365
2026/07/30 23:07:35.578, 348.12, 62, 84, 93149, 1755, 13365
2026/07/30 23:07:36.643, 341.82, 66, 100, 93149, 1747, 13365
2026/07/30 23:07:37.712, 355.17, 66, 97, 93149, 1822, 13365
2026/07/30 23:07:38.776, 349.26, 68, 93, 93149, 1740, 13365
2026/07/30 23:07:39.839, 344.11, 65, 100, 93149, 1890, 13365
2026/07/30 23:07:40.908, 352.25, 67, 85, 93149, 1650, 13365
2026/07/30 23:07:41.972, 348.09, 68, 98, 93149, 1717, 13365
2026/07/30 23:07:43.037, 342.47, 66, 100, 93149, 1875, 13365
2026/07/30 23:07:44.102, 347.20, 68, 93, 93149, 1695, 13365
